windfarm_name,latitude,longitude,windfarm_power
 Harpen Petits Caux,49.95392,1.25247,40907.5
 Haut Cabardès-Cabrespine,43.38869,2.44856,8288.12
 Haut Chemin,48.09194,5.33567,31728.0
 Haut de Conge 1,47.98003,5.36356,34791.67
 Haut de Conge 2,47.97661,5.36883,27495.0
 Haut de Conge 3,47.97661,5.36883,27493.33
 Haut Languedoc,43.64997,2.89997,6873.48
 Haut-de-Bane,48.82933,5.29694,31186.67
 Haut-de-Vausse,48.61906,5.47514,29201.67
 Haute-Lys,50.55644,2.18969,23915.6
 Hauteville,49.8955,3.52197,34869.0
 Hauts de Melleray,48.21642,1.8995,17495.0
 Hendecourt,50.22444,2.95483,15068.33
 Herbissonne Nord,48.65919,4.14319,29944.17
 Herbissonne Sud,48.61247,4.15839,19587.27
 Hermin,50.40925,2.54294,46126.0
 Hescamps,49.72322,1.85617,17020.0
 Hétomesnil,49.63442,2.05489,28416.0
 Hombleux I,49.73239,3.00253,18110.0
 Hombleux II,49.73456,3.00989,24675.0
 Iffendic,48.10561,-0.01197,4950.0
 Illois,49.74522,1.62572,41653.33
 Is-en-Bassigny,48.01942,5.47144,27026.67
 Jaladeaux,45.96069,0.17681,6500.0
 Janville (28),48.18692,1.89289,10940.0
 Janville (45),48.1855,1.89289,22810.0
 Joux-La-ville,47.65278,3.94886,13490.0
 Jouy-en-Pithiverais,48.17069,2.12661,18408.0
 Ker Rose,48.26411,-2.70164,410.0
 Keranfouler,48.48661,-2.70019,3001.43
 Kerdrouallan,48.42833,-2.97761,2460.0
 Kergrist,48.14717,-1.03003,199.09
 Kerherhal II,48.53167,-3.37925,4175.0
 Kerigaret,48.00622,-3.61036,667.5
 Kerlan,48.41353,-2.72422,2270.0
 La Belle Epine,47.85381,-0.23928,1742.5
 La Benâte,46.01847,0.54839,1530.0
 La Bessière,43.66403,2.86758,13070.0
 La Bouleste,44.31311,2.70022,5852.5
 La Bouleste (dismantled),44.31311,2.70022,5852.5
 La Bretelle-Echalot,47.59453,4.77575,18690.67
 La Brière,48.14558,2.0165,13280.0
 La Butte des Fraus,48.09728,-1.52233,3635.0
 La Carnoye,50.56653,2.31067,60136.67
 La Chapelle,48.61986,3.8725,32445.0
 La Chapelle-Gaudin,46.91661,0.387,4281.67
 La Chaude Vallée,49.81797,1.80286,35168.33
 La Chaussée Brunehaut (59),50.23672,3.48111,61415.0
 La Chaussée de César Nord,46.97622,2.2115,0.0
 La Chaussée de César Sud,46.96081,2.18922,5452.5
 La clé des champs - Saint-Simon,49.75997,3.22,34192.5
 La clé des champs - Saint-Simon (dismantled),49.75997,3.22,34852.5
 La Côte du Moulin,49.4925,4.08592,44190.0
 La Couturelle,49.91883,2.89222,35468.0
 La Croisette-Quinquempoix,49.54839,2.40633,28110.77
 La Croix de Bruggio,44.69403,3.628,28757.5
 La Croix Didier,49.45169,5.70069,29795.0
 La Divatte,47.22547,-0.74272,2067.5
 La Douve des Epinettes,47.87731,-0.66722,2756.0
 La Faye - La Chèvrerie,46.03164,0.15503,1113.33
 La Ferrière et Plémet,48.15092,-1.39303,4672.5
 La Forterre,47.65536,3.45336,21077.86
 La Gaillarde,49.82997,0.83997,36592.0
 La Goulafrière,49.31106,1.55739,43797.5
 La Gralière,46.91742,0.80489,3842.5
 La Guenelle,48.82506,4.41167,35197.27
 La Haie au Vent-Stenay,49.52564,5.196,22066.0
 La Haie-Oisseau,48.36997,0.62,8220.0
 La Haute Borne-Vaudeville-le-Haut,48.44958,5.58611,25152.5
 La Haute Chèvre,49.06503,0.934,9093.33
 La Jacterie,47.15642,0.80158,0.0
 La Lande de Carmoise,48.19486,-1.09769,230.0
 La Lande du Vieux Pavé,48.45625,-2.50169,1807.27
 La Lande Vache Gare,47.91714,-1.29397,2360.0
 La Limouzinière,46.98956,-0.36269,0.0
 La Margotte,49.60247,4.9405,40313.33
 La Marne,46.99236,-0.29903,2834.0
 La Mayrand,45.44289,3.03769,2773.89
 La Montagne,47.32447,4.63978,15775.0
 La Montjoie,48.46603,5.60508,36296.0
 La Motelle,49.56058,4.09639,26030.0
 La Motte,50.57283,2.36281,32342.5
 La Motte-de-Galaure,45.21278,4.88544,40850.0
 La Nisandière,46.61983,-0.21944,98.0
 La Nourais,47.77386,-0.24581,0.0
 La Picoterie,49.01906,3.31197,25608.18
 La Pièce du Roi,49.51822,5.63069,44077.5
 La Plaine Hocquélus,50.03889,1.56444,31860.0
 La Renardière,47.63747,-0.51481,0.0
 La Répara Auriples,44.64131,4.98667,50935.0
 La Roque,43.47647,2.81717,5500.0
 La Salesse,43.68469,2.85467,13361.43
 La Salle,48.36383,-2.78797,2165.0
 La Sole du Bois,50.13828,2.76778,37497.5
 La Solerie,49.80447,2.88767,20618.33
 La Souterraine,46.25233,1.46667,2400.0
 La Tessonnière,44.67092,4.86919,47945.0
 La Tourette (79),46.15978,0.15408,4196.67
 La Tourette (80),50.0795,2.28633,41686.0
 La Vallée,46.99922,1.86881,445.62
 La Vallée du Moulin,48.20128,2.12828,10675.0
 La Vallière,47.50025,-0.74533,40.0
 Labastide-sur-Bésorgues,44.75986,4.30689,13500.0
 Lagarrigue,44.29778,0.37933,150.0
 Lamballe,48.50986,-1.51231,7032.5
 Landes de Couesmé,47.77286,-1.79406,3676.36
 Landes du Mené,48.26233,-1.48242,892.86
 Laneuville-au-Rupt,48.71497,5.57967,40266.0
 Langoëlan,48.14003,-2.78047,1985.0
 Langres Sud,47.72119,5.23842,19851.54
 Lann Vraz,48.29508,-2.65128,52650.0
 Lannéanou,48.51767,-2.32575,516.0
 Lanouée,47.97358,-1.39653,432.5
 Lanrivoaré I,48.46997,-3.3885,745.0
 Lanrivoaré II,48.456,-3.35622,560.0
 Lascombe,44.04589,2.696,465.0
 Lassay-Les-Châteaux,48.42278,0.50556,5120.0
 Laucourt,49.67475,2.75772,44285.0
 Lauwin-Planque,50.395,3.02083,35532.5
 Lauzach,47.60186,-1.46686,100.0
 Le Bois Chéneau,48.25683,1.93558,19614.0
 Le Bois de Tappe,49.44853,5.70969,42093.33
 Le Bois du Haut,50.34361,2.47958,48857.5
 Le Boutonnier,48.64411,5.4655,29523.33
 Le Carreau,48.09922,1.75497,15730.0
 Le Cezallier,45.43628,3.06894,2646.25
 Le Champ aux Roches,49.59767,5.12297,37410.0
 Le Champ Chardon,49.56864,2.65181,33332.0
 Le Champ de L’Epée,48.64503,4.17744,37570.0
 Le Champ des Soeurettes,50.00961,1.54047,31408.57
 Le Champ Vert (60),49.69972,3.09894,27166.67
 Le Charmois,48.58981,5.51469,36263.33
 Le Chat Huant,50.29144,2.2755,35410.0
 Le Clos du Pressoir,47.21264,0.55681,3728.33
 Le Colombier,46.7115,0.35897,5358.0
 Le Crossais,47.62753,-0.67611,52800.0
 Le Fouy,47.18889,0.78708,65.0
 Le Garimetz,50.38811,2.47003,50182.5
 Le Gollot,48.46553,-2.71978,2858.75
 Le Grand Camp,48.25403,1.92361,16100.0
 Le Grand Linault,46.66208,0.48489,4042.0
 Le Ham,48.37786,0.34261,10253.33
 Le Haut Corlay,48.359,-2.96353,4798.33
 Le Haut des Ailes (54),48.61383,6.88433,29421.88
 Le Haut des Ailes (57),48.63614,6.87778,15286.67
 Le Horps,48.37742,0.49856,4868.33
 Le Landier du Rohallet,48.00281,-1.22328,3345.0
 Le Mée,47.03378,1.81186,71.67
 Le Mélier,49.82556,1.79128,37730.0
 Le Mesnil-Opac,49.01161,-0.83769,13972.5
 Le Miroir,50.05831,2.1035,36450.0
 Le Mont de Ponche,50.59511,2.2055,32380.0
 Le Mont d’Aunay,50.82842,1.84703,31102.0
 Le Moulin à Cheval,49.62889,2.57736,23820.0
 Le Moulin d’Emanville,48.31706,1.65806,17993.53
 Le Moulin Prouville,50.15997,2.14,40100.0
 Le Muguet,49.59544,2.03575,22236.67
 Le Nouvion Saint Riquier 1,50.24808,1.97225,31590.0
 Le Nouvion Saint Riquier 2,50.24178,1.98586,25700.0
 Le Nouvion Saint Riquier 3,50.22908,1.99711,30935.71
 Le Nouvion Saint Riquier 4,50.22292,2.01311,21630.0
 Le Petit Jésus,50.22911,2.34989,34746.67
 Le Portel,50.72189,1.56594,12597.5
 Le Pouzin,44.74408,4.75628,54320.0
 Le Quarnon,48.86225,4.52094,25725.0
 Le Rochereau,46.684,0.14128,4652.5
 Le Sainbois,48.01997,1.62508,20700.0
 Le Sars,50.04986,2.76217,65757.5
 Le Teillat,46.20864,0.21633,5762.5
 Le Val de Noye,49.71914,2.40886,33979.17
 Le Vert Galant,50.34375,2.47978,44177.5
 Le Vieux Moulin,48.21706,2.11933,8900.0
 Le Vieux Moulin - Hautevesnes,49.11275,3.24558,22220.0
 Lefaux,50.56942,1.64956,11890.0
 Leign Ar Gasprenn,48.31,-2.19,2087.5
 Les 3 Ormes,47.08767,2.08406,9277.14
 Les 5 Hêtres,50.38494,2.47153,42665.0
 Les Ailes d’Argensol,48.53336,3.91792,19699.09
 Les Aulnaies,47.26864,0.89936,487.5
 Les Barbes d’Or,46.98458,2.06439,7338.0
 Les Barbettes,47.89225,-0.44281,13427.5
 Les Barthes,44.94103,4.08814,22071.67
 Les Champs aux Chats,50.32758,2.42978,43787.5
 Les Champs Blancs,46.38956,0.61667,3808.0
 Les Chataigniers,48.88028,3.57664,16140.0
 Les Chênes,50.01067,1.57697,39502.0
 Les Clérimois,48.21097,3.44558,17872.5
 Les Coteaux,48.40742,4.08547,38079.09
 Les Coudrays,47.08219,2.2345,9647.5
 Les Crêtes,47.14528,0.65331,3962.5
 Les Crêtes d’Héninel,50.22331,2.87047,30946.67
 Les Croquettes,47.14586,2.17631,5704.0
 Les Diagots,46.14425,3.19344,4300.0
 Les Egrouettes,48.27625,1.64975,32772.0
 Les Eparmonts,48.38417,5.0695,10298.75
 Les Gargouilles,48.332,1.96008,17052.5
 Les Hauteurs de l’Albe - Gréning,48.96397,6.83194,45576.67
 Les Hauteurs de l’Albe - Nelling,48.97706,6.8625,35716.67
 Les Hauts Bouleaux,49.00936,2.65069,69815.0
 Les Hauts Pays,48.39217,5.31583,32962.05
 Les Hauts Vents,49.04236,0.92572,9163.33
 Les Joyeuses,46.98458,2.06439,5.0
 Les Landes du Tertre,48.16419,-1.33369,524.0
 Les Longs Champs,49.194,0.61408,22952.5
 Les Mardeaux,47.92939,1.3295,16934.0
 Les Marettes,49.73853,0.98842,37820.0
 Les Métairies,46.42431,-0.5445,348.0
 Les Mistandines,47.09564,2.22333,5765.0
 Les Monts Bergerons I,50.08281,1.88483,34306.0
 Les Monts Bergerons II,50.07256,1.90336,31310.0
 Les moulins de Boulay,49.18572,6.51892,55190.0
 Les Neufs Champs,49.51306,5.6445,44172.5
 Les Nouillers,45.92492,0.63089,3222.0
 Les Pénages,47.91628,1.35089,18634.0
 Les Pins,44.16844,2.90431,1220.0
 Les Près Baron,48.42614,0.23567,8304.0
 Les Prés Hauts,50.67997,2.18,36901.67
 Les Quatre Buissons,50.2375,2.36125,35571.67
 Les Raffauds,46.16525,0.0265,1336.67
 Les Rochers,46.91139,1.35519,3361.67
 Les Rossignols,50.33619,1.92603,62068.0
 Les Sablons,48.94064,0.19706,15492.0
 Les Taillées,46.46014,0.3805,6766.67
 Les Tilleuls (36),46.98458,2.06439,4596.0
 Les Touches,47.47539,-0.58711,4006.67
 Les Treize,50.29228,2.27425,35362.5
 Les Trois Fermes,48.19203,2.21881,13284.0
 Les Trois Muids,48.07933,1.70322,12926.0
 Les Trois Sœurs des Hauts Pas,49.88025,1.50111,46866.67
 Les Valottes,48.63556,5.52936,34540.0
 Les Vatines,49.85744,1.51353,42304.0
 Les Vignes,46.98164,2.03969,5996.0
 Les Vingt Sétiers (28),48.37639,1.95083,8167.5
 Les Vingt Sétiers (91),48.33936,1.97272,16733.33
 Lesterps-Saulgond,45.98892,0.79231,6848.57
 Lestrade,44.08131,2.68472,1140.0
 Levézou Salles-Curan,44.15375,2.79497,1710.0
 Lévigny,48.29458,4.68914,30860.0
 Liéramont 2,50.01981,3.02808,73085.0
 Lieusaint,48.61919,2.54922,1010.0
 Lihus,49.58858,2.05036,25476.0
 Lislet 1,49.67208,4.03358,18858.33
 Lislet 2,49.67208,4.03358,29273.33
 Lomont,47.35406,6.64483,13658.46
 Longchamps,50.136,2.26356,27068.0
 Longchamps-Nohant-en-Graçay,47.11978,1.93536,0.0
 Longèves,46.2345,0.97097,6753.33
 Longeville-sur-mer,46.41817,-0.56619,348.0
 Longue Epine,49.99667,1.75,32744.0
 Longuyon 1,49.49031,5.61928,44178.0
 Longuyon 2,49.49031,5.61928,45050.0
 Lou Paou I,44.57922,3.46233,10915.0
 Lou Paou II,44.57922,3.46233,10770.0
 Louville-la-Chenard (dismantled),48.3385,1.79667,16671.67
 Louville-la-Chenard,48.3385,1.79667,16671.67
 Luc-sur-Orbieu,43.17531,2.81378,28043.33
 Luce 1,49.80425,2.6675,83887.5
 Luchy-Muidorge-La Chaussée Brunehaut,49.54831,2.10481,28286.0
 Lusanger,47.67594,-0.36361,3657.5
 Lusignan,46.41578,0.0845,3397.5
 Lussac-les-Eglises,46.34381,1.17344,7743.33
 L’Epine,48.50517,5.59972,20655.0
 L’Espinassière,46.88969,-0.227,771.11
 L’Huître et Grandville,48.56347,4.21264,17931.67
 L’Olivier,42.99994,2.98506,44840.0
 L’Oust,47.78017,-1.66522,3112.5
 Machault,49.35164,4.51747,296455.0
 Madon et Moselle,48.20122,6.22617,52279.44
 Magoarem,48.28269,-2.34247,48000.0
 Magremont,50.07578,2.30933,41681.67
 Maisnières I,50.00364,1.62297,35850.0
 Maisnières II,50.00089,1.61583,30490.0
 Manneville-ès-Plains,49.86472,0.759,28550.0
 Marcellois,47.34847,4.627,18198.33
 Marendeuil,49.6745,1.98506,0.0
 Marsais 1,46.10839,0.64983,3600.0
 Marsais 2,46.10839,0.64983,3600.0
 Marsanne,44.67997,4.87997,46226.67
 Mas de Leuze,43.62303,4.76592,19367.78
 Mauron,48.13,-1.69,5498.0
 Maxent,47.97797,-1.99078,286.67
 Mazeray-Bignay,45.93419,0.58142,4682.0
 Méautis,49.28533,-0.6895,13987.5
 Méligny-le-Grand,48.66919,5.50353,28650.0
 Melleran-Hanc-Lorigné-La Chapelle Pouilloux,46.11797,0.04406,8104.29
 Ménéac,48.12444,-1.55358,377.14
 Menez-Braz,48.19967,-3.87433,205.0
 Ménil la Horgne,48.70047,5.50139,13304.29
 Merdélou,43.75997,2.89997,7930.0
 Meria,42.93511,9.37839,1707.5
 Mésanger I,47.45936,-0.80322,295.0
 Mésanger II,47.46461,-0.78844,3352.5
 Migé-Escamps,47.67967,3.52044,8471.43
 Miné-Kervir,48.07419,-2.21475,178.0
 Molinons,48.20794,3.54347,27732.0
 Momerstroff,49.14375,6.52311,43938.0
 Mont de Bézard (10),48.65853,4.03317,14915.45
 Mont de Bézard (51),48.69286,4.04742,12248.57
 Mont de Gerson,49.53458,4.33122,33216.0
 Mont de Grignon,48.70042,4.06392,17464.17
 Mont de l’Arbre,48.85347,4.568,22766.47
 Mont de Saint Benoît,48.38356,4.06997,22265.0
 Mont de Saint Loup,49.45592,4.27422,23566.0
 Mont d’Arcis,48.59992,4.17219,11654.29
 Mont d’Ergny,50.61031,1.96478,31432.22
 Mont Famillot,48.87125,4.52844,40300.0
 Mont Gimont,48.32747,5.05439,22155.83
 Mont Heudelan (08),49.28192,4.43017,44832.5
 Mont Heudelan (51),49.278,4.42881,64924.0
 Mont Huet,50.56603,1.72092,24753.33
 Mont Jarron,46.23356,0.18031,4330.0
 Montagne Gaillard,49.99453,3.10833,35851.25
 Montauriol,44.07536,2.32769,0.0
 Montbray - Margueray,48.90528,-0.88322,6271.0
 Montelu,49.177,3.30931,59617.5
 Montjoyer et Rochefort (dismantled),44.48606,4.88767,17949.57
 Montjoyer et Rochefort,44.48606,4.88767,17949.57
 Montloué,49.67103,4.04808,25170.0
 Monts de Lacaune,43.66306,2.68403,8213.33
 Moquepanier,45.86439,0.33131,6757.5
 Moréac,47.95094,-1.23031,3033.75
 Morvillers,49.77206,1.82414,37295.0
 Moulin à Vent,48.39531,3.561,22240.0
 Moulin de Froidure,50.06486,1.97333,31213.33
 Moulin de la Somme,49.67858,2.23231,40904.0
 Moulin de Merville,49.93258,3.29072,40055.0
 Mouzeuil-Saint-Martin - Le Langon,46.48147,0.96928,1755.0
 Murat,43.66114,2.89231,10588.89
 Muzillac,47.518,-1.54928,1466.67
 Nalliers,46.49467,-0.96919,1473.33
 Nançois-le-Grand,48.70603,5.41147,36725.0
 Nesle-la-Reposte,48.62125,3.56986,29566.67
 Neuvy-Bouin,46.66014,0.44606,3900.0
 Névian,43.19561,2.87592,15431.43
 Nibas,50.08594,1.584,32886.67
 Nibas 4,50.08033,1.56722,45755.0
 Niedervisse,49.15903,6.5705,37318.33
 Niziao,48.06806,-2.86558,3370.0
 Noirterre,46.90944,0.39111,4300.0
 Nord Bassin de Thau I,43.53069,3.61097,11843.33
 Nord Bassin de Thau II,43.53194,3.63892,6783.33
 Noyales,49.90025,3.52461,41918.0
 Noyers-Saint-Martin,49.54769,2.29114,25472.0
 Nurlu,50.00067,3.00206,35770.0
 Omissy,49.8865,3.27828,29919.09
 Ondefontaine,48.99622,0.68136,20002.5
 Opoul-Périllos,42.88156,2.91444,28896.67
 Oresmaux,49.76256,2.24614,25391.67
 Oresmaux 2,49.75031,2.25397,51843.33
 Orme Champagne,48.76858,4.47131,31414.29
 Oupia,43.29542,2.79283,9915.56
 Ourcq et Clignon,49.14189,3.19117,24484.0
 Oyré-Saint-Sauveur,46.83556,0.62794,3896.0
 Pamproux,46.40892,0.03019,900.0
 Paradis,50.14653,2.80467,34536.0
 Parc de l’Auxerrois,47.77492,3.69847,16938.75
 Parc des Vignottes,48.59397,3.72297,21890.0
 Parc du Gatinais 1,48.13994,2.56158,17227.5
 Parc du Lauragais,43.46219,1.91439,4802.73
 Parc du Soleil Levant,47.80456,3.69278,16278.33
 Pâtis,47.21667,0.82161,0.0
 Pays de Saint-Seine,47.42725,4.73647,2837.5
 Pays d’Othe,48.15483,3.57392,4410.0
 Pellafol,44.80889,5.90661,10505.0
 Penquer I,48.53686,-2.73803,8962.5
 Penquer II,48.53686,-2.73803,6370.0
 Péré,46.0915,0.83028,207.5
 Perrières,48.72142,4.46603,36167.5
 Petit Arbre,49.84069,2.73264,22778.33
 Petit Terroir,50.07,1.48997,21711.25
 Peyrelevade,45.75997,2.06,8535.0
 Pièces de Vignes,47.01092,1.76617,77.5
 Pigeon Blanc,47.95278,-1.65714,4023.33
 Plaine Auboise,48.48078,4.06008,19037.78
 Plaines du Porcien,49.56183,4.25839,23556.0
 Plaines du Porcien II,49.57417,4.23894,41832.0
 Plan du Pal (dismantled),43.03,2.89,41272.0
 Plan du Pal,43.03,2.89,40436.0
 Plateau Ardéchois,44.81,4.13997,14525.0
 Plateau Beauceron,48.28281,2.21856,7408.33
 Plateau de Langres,47.78433,5.28133,8553.33
 Plateau Picard 1,49.60369,2.50519,21987.5
 Pleichamp-La Renardière,48.66511,5.36786,22206.67
 Plélan-le-Grand,48.02347,-1.92153,1026.67
 Pleugriffet,48.00939,-1.26583,3546.0
 Plisson,46.46031,0.91372,1868.57
 Plo de la Rouquette,43.75264,2.84772,11773.33
 Plogastel-Saint-Germain,47.98211,-3.72964,1435.0
 Plomodiern,48.17978,-3.86667,2894.0
 Plouarzel II,48.43042,-3.25122,1352.5
 Ploudalmezeau,48.51031,-3.3585,2071.43
 Plougras,48.47478,-2.43486,1387.5
 Plouguin I,48.53783,-3.37739,3844.0
 Plouguin II,48.53164,-3.37914,3587.5
 Ploumoguer II,48.40111,-3.24794,17895.0
 Plourin,48.48861,-3.35036,1452.5
 Plouvien,48.55125,-3.55397,1132.5
 Plumieux,48.11642,-1.39231,396.25
 Pluzunet,48.63306,-2.66506,3603.33
 Pont de Salars,44.24681,2.70058,4535.0
 Pontru-Pontruet-Villeret,49.93428,3.21353,34203.75
 Port autonome de Marseille,43.40858,4.87039,45940.0
 Port-Saint-Louis-du-Rhône,43.44467,4.79028,19420.0
 Porte de France,49.1445,6.96692,44702.5
 Portes de Bretagne,47.68553,-0.70206,2513.75
 Portes de Champagne,48.66917,3.56981,26793.33
 Portes de Côtes d’Or,47.02144,4.69422,1028.33
 Portes du Cambrésis,50.13164,3.13422,34096.67
 Pouzols,43.29278,2.79686,9170.0
 Preuseville II,49.88025,1.50111,52853.33
 Prinçay,46.38564,0.54697,292.0
 Prototype DDIS,50.37425,3.60756,6480.0
 Puech Cambert,43.73556,2.83294,6927.78
 Puech de l’Homme,43.74353,2.85428,12278.57
 Punta Aja,42.50289,8.70347,1292.0
 Quatre Bornes,43.53528,3.61906,7448.0
 Quatre Seigneurs,47.53122,-0.42769,2705.0
 Quatre Vallées,48.75375,4.42478,31006.67
 Quatre Vallées II,48.75375,4.42478,29264.0
 Quatre-Chemins,48.87108,4.617,21951.67
 Quatre-Communes,48.82686,4.38886,27405.0
 Quesnoy sur Airaines,49.93811,2.00344,39151.88
 Quittebeuf,49.09547,1.00314,26395.0
 Radenac,47.92822,-1.29039,3732.5
 Rageade 1,45.11708,3.26994,11418.33
 Rageade 2,45.11497,3.25875,4920.0
 Rambures,49.93383,1.68931,29548.33
 Rampont,49.10314,5.25181,46261.67
 Rampont 2,49.06625,5.24397,38575.38
 Réclainville,48.33844,1.74625,23530.0
 Renneville,49.65831,4.1305,43031.11
 Rescotiou,48.27411,-2.66558,3560.0
 Rézentières-Vieillespesse,45.11208,3.11975,14165.0
 Rilhac-Lastours,45.63811,1.10247,5470.0
 Roinville,48.4325,1.7705,20240.0
 Roman-Blandey,48.84589,1.07047,26688.75
 Ronchois,49.68961,1.69972,30112.67
 Rond-Buisson,50.15442,2.74694,36850.0
 Roquetaillade,43.00111,2.23314,4938.21
 Rougé,47.79983,-0.54931,71973.33
 Roussas,44.45486,4.79406,41501.67
 Ruiret,45.19022,3.24039,12513.33
 Rully,48.82514,0.70378,12988.33
 Sachin,50.49283,2.35,37360.0
 Sains-lès-Pernes,50.48103,2.331,50620.0
 Saint-Agrève la Citadelle,44.97014,4.44431,27941.67
 Saint-Alban,48.52831,-1.49739,8548.0
 Saint-Amand-sur-Fion,48.83111,4.64628,14802.5
 Saint-André-Farivillers,49.57925,2.28606,22072.0
 Saint-Aubin-sur-Aire,48.70397,5.41231,30838.89
 Saint-Bihy,48.37906,-1.02894,1987.5
 Saint-Caradec,48.19125,-1.14967,4026.67
 Saint-Christophe-du-Bois,47.02583,-0.99947,3795.0
 Saint-Clément,44.95,4.25997,3545.0
 Saint-Coulitz,48.17672,-3.94456,1777.5
 Saint-Crépin,45.997,0.74853,3125.0
 Saint-Fraigne,45.97589,0.01364,5613.33
 Saint-François,49.72644,2.72169,50850.0
 Saint-Hilaire-la-Croix,46.04728,3.07025,2980.0
 Saint-Jacques-de-Néhou,49.42956,-0.37722,20926.0
 Saint-Jean-Lachalm I,44.96186,3.73817,13178.33
 Saint-Jean-Lachalm II,44.96186,3.73817,2626.67
 Saint-Léger I,50.17669,2.84044,13895.0
 Saint-Léger II,50.17669,2.84044,23650.0
 Saint-Mandé-sur-Brédoire,46.032,0.23722,4553.33
 Saint-Martin-des-Besaces,49.02606,0.79533,19195.0
 Saint-Michel-Chef-Chef,47.18553,-1.89103,1092.0
 Saint-Nazaire,47.15697,-1.39403,2082.5
 Saint-Philbert-de-Bouaine I,47.00581,-0.50653,2636.67
 Saint-Philbert-de-Bouaine II,47.00581,-0.50653,2086.0
 Saint-Pierre-de-Maillé I,46.71222,0.77289,102.0
 Saint-Pierre-de-Maillé II,46.70708,0.76869,78.0
 Saint-Sauvant,46.35258,0.06453,60207.14
 Saint-Servais,48.4035,-2.63386,424.29
 Saint-Servant-sur-Oust,47.88992,-1.48617,3678.33
 Saint-Thégonnec (dismantled),48.48256,-2.099,2224.0
 Saint-Thégonnec,48.48256,-2.099,2224.0
 Sainte-Marie-de-Redon,47.68136,-1.94539,0.0
 Sainte-Marie-du-Mont,49.39372,-0.79244,2200.0
 Sallen,49.10997,0.85,12645.0
 Santerre Energies,49.76547,2.5655,55012.5
 Ségur,44.24561,2.85772,4981.67
 Seine Rive-Gauche Nord,48.47019,3.85081,17631.67
 Seine Rive-Gauche Sud,48.38439,3.93425,25188.75
 Sept Domaines,48.82369,6.35581,52763.33
 Séraumont,48.42611,5.58164,27930.0
 Serre des Fourches,44.68678,4.52456,13730.0
 Sery-Carrière Martin,49.77367,3.47456,34032.0
 Seuil de Bapaume (62),50.04192,2.88747,40100.0
 Singladou,43.66875,2.59325,1070.0
 Sion les Mines,47.73867,-0.43764,336.0
 Sole du Moulin-Vieux,49.8435,2.80156,28334.0
 Somme Soude,48.86972,4.08222,17919.0
 Soudan Energies,46.41336,0.08114,7342.0
 Souilly Côte du Gibet,49.02619,5.31122,28716.0
 Souilly La Gargasse,49.04031,5.309,43420.0
 Soulanges et Saint Amand I,48.79683,4.56758,33004.0
 Soulanges et Saint Amand II,48.79683,4.56758,37588.0
 Souleilla-Corbières (dismantled),42.90997,2.93,76486.67
 Souleilla-Corbières,42.90997,2.93,76486.67
 Soulvache,47.81369,-0.54678,5395.0
 Sources de la Loire,44.7765,4.07944,19717.78
 Sourdeval-les-Bois,48.90114,-0.68253,5170.0
 Souvigné,46.34894,0.16233,4192.5
 St-Jean-de-Thurac,44.15375,0.74344,0.0
 Sud-Vienne - Grands-Champs,46.116,0.25928,2898.33
 Sud-Vienne - Monts Joubert,46.09736,0.26483,8523.33
 Talizat-Rézentières I,45.13797,3.07286,4520.0
 Talizat-Rézentières II,45.13122,3.08831,17850.0
 Tambours,50.28844,2.21158,29552.0
 Tarzy,49.86211,4.30114,30590.0
 Ternois Est,50.35383,2.40897,30860.0
 Ternois Nord,50.41042,2.41172,32605.0
 Ternois Sud,50.33794,2.27694,34536.67
 Terre de Beaumont,49.64267,4.10961,28286.0
 Téterchen,49.24111,6.57392,24398.33
 Thibie,48.89503,4.22311,26100.0
 Thicourt,48.99956,6.55864,27930.0
 Tigny-Noyelle,50.36447,1.71036,37294.0
 Touvois,46.89569,-0.28258,1832.5
 Trémeheuc,48.44275,-0.29619,7223.33
 Trois Évêques,43.43192,2.56833,16536.67
 Trois Sources,48.53808,5.41608,33748.33
 Truc de l’Homme,44.76383,3.18814,10441.43
 Tuchan I,42.9175,2.67628,9724.0
 Tuchan II,42.9175,2.67628,9725.0
 Tuchan III,42.9175,2.67628,12063.33
 Ty-Ru,48.57931,-2.30869,2296.0
 Vairé,46.60189,-0.21256,588.0
 Val de Gronde,49.67514,2.79308,24440.0
 Val d’Eole,48.41667,4.05378,23948.33
 Valhuon I,50.42,2.37997,31580.0
 Valhuon II,50.44689,2.35569,41434.0
 Vallée de l’Aa,50.605,2.12442,35132.5
 Vallée de l’Aa 2,50.61228,2.13025,38127.5
 Vallée de l’Arce,48.15472,4.48108,17992.0
 Vallée de l’Hérault,43.53914,3.61361,7178.57
 Vallée des Gommiers,48.06739,1.68947,15421.67
 Vallée du Rognon,48.19292,5.23122,29615.0
 Vallée Madame,49.90406,2.10853,35912.0
